Nombre,Naturaleza,Id,Tipo,Dirección,Localidad,Provincia,Código_Postal,FAX,Teléfono,Email,Web
Ferroviario,Público,[13004444],Colegio de Educación Infantil y Primaria,"Cl. Parque Gasset, 1",Ciudad Real,(Ciudad Real),CP :13002,926224040,926224040,13004444.cp@edu.jccm.es,http://ceip-ferroviario.centros.castillalamancha.es
Garabatos,Privado,[13011761],Centro Privado de Educación Infantil,"Cl. Pedrera Baja, 44",Ciudad Real,(Ciudad Real),CP :13003,,926923182,caigarabatoscr@gmail.com,
Hermano Gárate,Privado,[13001133],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Ramirez de Arellano, 1",Ciudad Real,(Ciudad Real),CP :13001,926222108,926222100,director@salesianosciudadreal.com,http://www.salesianosciudadreal.com
Hernán Pérez del Pulgar,Público,[13003920],Instituto de Educación Secundaria,"Cl. Gregorio Marañon, 2",Ciudad Real,(Ciudad Real),CP :13002,926230430,926225300,13003920.ies@edu.jccm.es,http://ies-hernanperezdelpulgar.centros.castillalamancha.es
Jorge Manrique,Público,[13001169],Colegio de Educación Infantil y Primaria,"Rd. de Alarcos, 19",Ciudad Real,(Ciudad Real),CP :13002,926213252,926213252,13001169.cp@edu.jccm.es,http://edu.jccm.es/cp/cpjorgemanrique
José María de la Fuente,Público,[13001157],Colegio de Educación Infantil y Primaria,"Cl. Alemania, 5-7",Ciudad Real,(Ciudad Real),CP :13005,926228113,926255656,13001157.cp@edu.jccm.es,http://ceip-josemariadelafuente.centros.castillalamancha.es
La Cometa,Privado,[13011771],Centro Privado de Educación Infantil,"Cl. Virgen de las Batallas, 5",Ciudad Real,(Ciudad Real),CP :13002,,,,
La Flauta Mágica,Público,[13011370],Escuela de Educación Infantil,"Rd. del Carmen, S/N",Ciudad Real,(Ciudad Real),CP :13002,,925255950,guarderia@dipucr.es,
La Granja,Público,[13011382],Escuela de Educación Infantil,"Cl. Brasil, 6",Ciudad Real,(Ciudad Real),CP :13005,926226196,926211044,,
Maestre de Calatrava,Público,[13001327],Instituto de Educación Secundaria,"Ps. de la Universidad, 1",Ciudad Real,(Ciudad Real),CP :13005,926224632,926232530,13001327.ies@edu.jccm.es,http://edu.jccm.es/ies/maestre
Maestro Juan de Ávila,Público,[13001339],Instituto de Educación Secundaria,"Rd. de Calatrava, S/N",Ciudad Real,(Ciudad Real),CP :13003,926256490,926221207,13001339.ies@edu.jccm.es,http://edu.jccm.es/ies/maestrojuandeavila
Marcos Redondo,Público,[13004341],Conservatorio Profesional de Música,"Cl. Pantano del Vicario, 1",Ciudad Real,(Ciudad Real),CP :13004,926252072,926274154,13004341.cm@edu.jccm.es,http://edu.jccm.es/cm/ciudadreal
María de Pacheco,Público,[13004857],Colegio de Educación Infantil y Primaria,"Cl. Cañas, 1",Ciudad Real,(Ciudad Real),CP :13004,926921464,926221554,13004857.cp@edu.jccm.es,http://ceip-mariadepacheco.centros.castillalamancha.es
Miguel de Cervantes,Público,[13003889],Colegio de Educación Infantil y Primaria,"Cl. Vicente Aleixandre, 4",Ciudad Real,(Ciudad Real),CP :13004,926221912,926221912,13003889.cp@edu.jccm.es,http://ceip-migueldecervantesdeciudadreal.centros.castillalamancha.es
Nuestra Señora del Prado,Priv.Concert.,[13001273],Centro Privado de Educación Infantil Primaria y Secundaria,"Ps. Carlos Eraña, 19",Ciudad Real,(Ciudad Real),CP :13004,926253567,926221426,javier.poncela@marianistas.org,
Nuestra Señora del Rosario,Público,[13003774],Colegio de Educación Infantil y Primaria,"Cr. de Porzuna, 21",Casas (Las),(Ciudad Real),CP :13196,926252197,926252197,13003774.cp@edu.jccm.es,
Patucos,Privado,[13011801],Centro Privado de Educación Infantil,"Cl. Rosa, 6-8",Ciudad Real,(Ciudad Real),CP :13003,,926228000,martapatucos@hotmail.com,
Pedro Almodóvar,Público,[13001406],Escuela de Arte y Superior de Diseño,"Pz. de la Provincia, 1",Ciudad Real,(Ciudad Real),CP :13001,926224032,926224000,13001406.ea@edu.jccm.es,http://edu.jccm.es/ea/creal
Pérez Molina,Público,[13001091],Colegio de Educación Infantil y Primaria,"Cl. Ramon y Cajal, 8",Ciudad Real,(Ciudad Real),CP :13001,926250353,926250353,13001091.cp@edu.jccm.es,
Pío XII,Público,[13001170],Colegio de Educación Infantil y Primaria,"Cl. Zurbaran, S/N - Bjda. Pio XII",Ciudad Real,(Ciudad Real),CP :13002,,926213766,13001170.cp@edu.jccm.es,http://edu.jccm.es/cp/pioxii
Prado de Alarcos,Público,[13004134],Escuela Oficial de Idiomas,"Ps. de la Universidad, 2",Ciudad Real,(Ciudad Real),CP :13004,926253547,926221728,13004134.eoi@edu.jccm.es,http://eoi-pradodealarcos.centros.castillalamancha.es
Puerta de Santa María,Público,[13001224],Centro de Educación Especial,"Cl. Caracola, 1",Ciudad Real,(Ciudad Real),CP :13002,926220901,926227304,13001224.cee@edu.jccm.es,http://cee-puertadesantamaria.centros.castillalamancha.es
San Francisco de Asís,Priv.Concert.,[13001248],Centro Privado de Educación Infantil Primaria y Secundaria,"Rd. del Carmen, 56",Ciudad Real,(Ciudad Real),CP :13003,926221932,926221932,ciudadreal@sfassis.org,
San Francisco Javier,Priv.Concert.,[13001285],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Zarza, 10",Ciudad Real,(Ciudad Real),CP :13003,926274573,926228032,13001285.con@edu.jccm.es,
San José,Priv.Concert.,[13001297],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Calatrava, 15",Ciudad Real,(Ciudad Real),CP :13003,926231681,926221433,csanjose@csanjose.org,http://www.csanjose.org
Santa María de Alarcos,Público,[13001340],Instituto de Educación Secundaria,"Rd. Granada, 2",Ciudad Real,(Ciudad Real),CP :13004,926230520,926230627,13001340.ies@edu.jccm.es,http:// http://edu.jccm.es/ies/santamariadealarcos/
Santo Tomás,Priv.Concert.,[13003804],Centro Privado de Educación Infantil Primaria y Secundaria,"Cr. de Piedrabuena, S/N",Ciudad Real,(Ciudad Real),CP :13002,926213005,926213005,colegiosantotomas@yahoo.es,
Santo Tomás de Villanueva Nº 16,Público,[13004754],Colegio de Educación Infantil y Primaria,"Pz. de San Francisco, 1",Ciudad Real,(Ciudad Real),CP :13001,926220156,926220156,13004754.cp@edu.jccm.es,http://edu.jccm.es/cp/tomasvillanueva
Seminario Menor Diocesano Santo Tomás de Villanueva y San Juan de Ávila,Privado,[13001376],Centro Privado de Educación Secundaria,"Cr. de Porzuna, 5",Ciudad Real,(Ciudad Real),CP :13080,926228058,926230328,smenor@seminariociudadreal.com,http://www.seminariociudadreal.com
Torreón del Alcázar,Público,[13004456],Instituto de Educación Secundaria,"Av. Torreon, 6",Ciudad Real,(Ciudad Real),CP :13004,926224147,926252155,13004456.ies@edu.jccm.es,http://edu.jccm.es/ies/torreon
Trotamundos,Privado,[13011837],Centro Privado de Educación Infantil,"Cl. Centauro Esq. Cruz del Sur, 4",Ciudad Real,(Ciudad Real),CP :13005,,926228869,info@caitrotamundos.es,
Virgen de Guadalupe,Privado,[13009491],Centro Privado de Educación Infantil,"Cl. Pozo de Santa Catalina, 7",Ciudad Real,(Ciudad Real),CP :,,926221230,vguadalupecrguarderia.e.@telefonica.net,
Walt Disney,Privado,[13011849],Centro Privado de Educación Infantil,"Cl. Puerta de Alarcos, 2",Ciudad Real,(Ciudad Real),CP :13002,926211328,926211328,,
Nuestra Señora de la Paz,Público,[13001431],Colegio de Educación Infantil y Primaria,"Cl. Virgen, 1",Corral de Calatrava,(Ciudad Real),CP :13190,926830378,926830381,13001431.cp@edu.jccm.es,
Nuestra Señora de las Mercedes,Público,[13001443],Colegio de Educación Infantil y Primaria,"Cl. Paraje de la Loma, S/N",Cortijos de Arriba,(Ciudad Real),CP :13427,926808084,926808084,13001443.cp@edu.jccm.es,http://edu.jccm.es/cp/nsmercedes
Santísimo Cristo de la Veracruz,Público,[13001455],Colegio de Educación Infantil y Primaria,Cl. Soledad S/N,Cozar,(Ciudad Real),CP :13345,926365090,926365040,13001455.cp@edu.jccm.es,http://edu.jccm.es/cp/cristoveracruz
Albuera,Público,[13004663],Colegio de Educación Infantil y Primaria,"Cl. Albuera, S/N",Daimiel,(Ciudad Real),CP :13250,926853668,926853002,13004663.cp@edu.jccm.es,http://ceip-albuera.centros.castillalamancha.es
Calatrava,Público,[13004572],Colegio de Educación Infantil y Primaria,"Cl. Calatrava, 5",Daimiel,(Ciudad Real),CP :13250,926850107,926850107,13004572.cp@edu.jccm.es,http://edu.jccm.es/cp/calatrava
Divina Pastora,Priv.Concert.,[13001561],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Estacion, 15",Daimiel,(Ciudad Real),CP :13250,926855455,926852389,secretaria@divinapastoradaimiel.es,
Escuela Municipal de Música y Danza de Daimiel,Público,[13009508],Escuela Pública de Música y Danza,"Cl. Luis Ruiz-Valdepeñas, S/N",Daimiel,(Ciudad Real),CP :13250,,926850400,,
Infante Don Felipe,Público,[13001480],Colegio de Educación Infantil y Primaria,"Cl. Dehesa, 45",Daimiel,(Ciudad Real),CP :13250,926260173,926850738,13001480.cp@edu.jccm.es,http://edu.jccm.es/cp/infante
Juan D'Opazo,Público,[13003737],Instituto de Educación Secundaria,"Cl. Calatrava, 7",Daimiel,(Ciudad Real),CP :13250,926850356,926852166,13003737.ies@edu.jccm.es,http://ies-juandopazo.centros.castillalamancha.es
La Espinosa,Público,[13001492],Colegio de Educación Infantil y Primaria,"Cl. Espinosa, 1",Daimiel,(Ciudad Real),CP :13250,926852000,926852000,13001492.cp@edu.jccm.es,http://ceip-laespinosa.centros.castillalamancha.es
Miguel de Cervantes,Público,[13004641],Centro Público de Educación de Personas Adultas,"Cl. Huertos, S/N",Daimiel,(Ciudad Real),CP :13250,926260033,926260033,13004641.cea@edu.jccm.es,http://cepa-migueldecervantesadultosdaimiel.centros.castillalamancha.es
Ojos del Guadiana,Público,[13001595],Instituto de Educación Secundaria,"Cl. Francisco Perez, 3",Daimiel,(Ciudad Real),CP :13250,926853845,926852415,13001595.ies@edu.jccm.es,http://ies-ojosdelguadiana.centros.castillalamancha.es
San Isidro,Público,[13001479],Colegio de Educación Infantil y Primaria,"Cl. Estacion, 75",Daimiel,(Ciudad Real),CP :13250,926851049,926851049,13001479.cp@edu.jccm.es,http://edu.jccm.es/cp/sanisidro
Sancho,Público,[13011126],Escuela de Educación Infantil,"Cl. Primavera, 46",Daimiel,(Ciudad Real),CP :13250,926852611,926852611,13011126.ei@edu.jccm.es,
Virgen de las Cruces,Público,[13011138],Escuela de Educación Infantil,"Cm. de Molemocho, 55",Daimiel,(Ciudad Real),CP :13250,926852814,926852814,13011138.ei@edu.jccm.es,
Concha Mera,Público,[13012167],Escuela de Educación Infantil,"Cl. Estacion, S/N",Fernan Caballero,(Ciudad Real),CP :13140,,,,
Manuel Sastre Velasco,Público,[13001601],Colegio de Educación Infantil y Primaria,"Pz. Maestro Lorenzo Prieto, S/N",Fernan Caballero,(Ciudad Real),CP :13140,926809001,926695047,13001601.cp@edu.jccm.es,http://edu.jccm.es/cp/manuelsastre
Nuestra Señora de los Baños,Público,[13001625],Colegio de Educación Infantil y Primaria,"Cl. Azuel, 13",Fuencaliente,(Ciudad Real),CP :13130,926470233,926470028,13001625.cp@edu.jccm.es,http://edu.jccm.es/cp/fuencaliente
Peña Escrita,Público,[13005424],Instituto de Educación Secundaria Obligatoria,"Cl. Azuel, 13",Fuencaliente,(Ciudad Real),CP :13130,926470150,926470150,13005424.ieso@edu.jccm.es,http://ies-penaescrita.centros.castillalamancha.es
Miguel Delibes,Público,[13001650],Colegio de Educación Infantil y Primaria,"Cl. Pio Xii, 16",Fuente el Fresno,(Ciudad Real),CP :13680,926804552,926806073,13001650.cp@edu.jccm.es,http://edu.jccm.es/cp/fuenteelfresno
Mundo Infantil,Público,[13012180],Escuela de Educación Infantil,"Cl. el Rio, 106",Fuente el Fresno,(Ciudad Real),CP :13680,,,,
Nuestra Señora Oreto y Zuqueca,Público,[13001662],Colegio de Educación Infantil y Primaria,"Rd. de Pilas, 8",Granatula de Calatrava,(Ciudad Real),CP :13360,,926868041,13001662.cp@edu.jccm.es,
- Sin Denominación -,Público,[13005023],Aula de Educación de Adultos,"Cl. Carrasco Alcalde, 11",Herencia,(Ciudad Real),CP :13640,,926572522,aepa_herencia@edu.jccm.es,
- Sin Denominación -,Público,[13011369],Escuela de Educación Infantil,"Av. Tierno Galvan, S/N",Herencia,(Ciudad Real),CP :13640,,926571083,cai@herencia.es,
Carrasco Alcalde,Público,[13001698],Colegio de Educación Infantil y Primaria,"Cl. Tierno Galvan, 4",Herencia,(Ciudad Real),CP :13640,926571204,926571204,13001698.cp@edu.jccm.es,http://edu.jccm.es/cp/carrascoalcalde
Escuela Municipal de Música y Danza de Herencia,Público,[13010882],Escuela Pública de Música y Danza,"Cl. Gomez Montalban, S/N",Herencia,(Ciudad Real),CP :13640,,,escuelademusica@herencia.es,
Garabatos,Privado,[13011850],Centro Privado de Educación Infantil,"Cl. Tercia, 25",Herencia,(Ciudad Real),CP :13640,926572123,926571736,,
Hermógenes Rodríguez,Público,[13004729],Instituto de Educación Secundaria,"Av. Alcazar, 51 (Apdo. Correos Nº 56)",Herencia,(Ciudad Real),CP :13640,926571696,926573380,13004729.ies@edu.jccm.es,http://edu.jccm.es/ies/hermogenesrodriguez
Nuestra Señora de las Mercedes,Priv.Concert.,[13001716],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Cristo de Urda, 26",Herencia,(Ciudad Real),CP :13640,926573689,926099295,nsmherencia@planalfa.es,
Seminario Menor Mercedario,Privado,[13001728],Centro Privado de Educación Secundaria,"Cl. Colon, 29",Herencia,(Ciudad Real),CP :13640,926573709,926571087,smmercedarioh@planalfa.es,
Valle de Alcudia,Público,[13004912],Colegio Rural Agrupado,"Cl. Pocitas, S/N",Hinojosas de Calatrava,(Ciudad Real),CP :13590,926476029,926485586,13004912.cra@edu.jccm.es,http://cra-valledealcudia.centros.castillalamancha.es
Montes de Cabañeros,Público,[13005217],Instituto de Educación Secundaria,"Cl. Ciudad Universitaria, 3",Horcajo de los Montes,(Ciudad Real),CP :13110,926775283,926775213,13005217.ies@edu.jccm.es,http://ies-montesdecabaneros.centros.castillalamancha.es
San Isidro,Público,[13010766],Colegio Rural Agrupado,"Cl. Ernesto Camarena, 1",Horcajo de los Montes,(Ciudad Real),CP :13110,926775298,926775298,13010766.cra@edu.jccm.es,http://cra-sanisidro.centros.castillalamancha.es
El Oasis,Público,[13003749],Colegio de Educación Infantil y Primaria,"Cl. Virgen, 21",Llanos del Caudillo,(Ciudad Real),CP :13220,926644143,926644143,13003749.cp@edu.jccm.es,http://ceip-eloasis.centros.castillalamancha.es
Isabel la Católica,Público,[13001765],Colegio de Educación Infantil y Primaria,"Ps. de los Eucaliptos, S/N",Luciana,(Ciudad Real),CP :13108,926769023,926769023,13001765.cp@edu.jccm.es,
- Sin Denominación -,Público,[13005035],Aula de Educación de Adultos,"Cl. Jacinto Benavente, 1-1º",Malagon,(Ciudad Real),CP :13420,,926801177,aepa_malagon@edu.jccm.es,
Cañada Real,Público,[13001790],Colegio de Educación Infantil y Primaria,"Cl. Ancha, 24",Malagon,(Ciudad Real),CP :13420,,926800733,13001790.cp@edu.jccm.es,http://edu.jccm.es/cp.canyadareal
Estados del Duque,Público,[13004730],Instituto de Educación Secundaria,"Cl. Torralba, S/N",Malagon,(Ciudad Real),CP :13420,926802597,926800500,13004730.ies@edu.jccm.es,http://ies-estadosdelduque.centros.castillalamancha.es
Santa Teresa,Público,[13001819],Colegio de Educación Infantil y Primaria,"Pz. de la Concordia, S/N",Malagon,(Ciudad Real),CP :13420,926800717,926800762,13001819.cp@edu.jccm.es,http://ceip-santateresamalagon.centros.castillalamancha.es
Santa Teresa de Jesús,Público,[13011141],Escuela de Educación Infantil,"Pz. de la Concordia, S/N",Malagon,(Ciudad Real),CP :13420,926800133,926800133,13011141.ei@edu.jccm.es,http://eei-santateresadejesus.centros.castillalamancha.es/
- Sin Denominación -,Público,[13011400],Escuela de Educación Infantil,"Cr. de la Solana, 73",Manzanares,(Ciudad Real),CP :13200,926622080,926622080,caimunicipal@hotmail.com,
Altagracia,Público,[13001935],Colegio de Educación Infantil y Primaria,"Cl. Alfonso Mellado, 9",Manzanares,(Ciudad Real),CP :13200,926610622,926610622,13001935.cp@edu.jccm.es,http://ceip-altagracia.centros.castillalamancha.es
Azuer,Público,[13003798],Instituto de Educación Secundaria,"Cr. de la Solana, 77",Manzanares,(Ciudad Real),CP :13200,926647037,926610524,13003798.ies@edu.jccm.es,http://ies-azuer.centros.castillalamancha.es
Centro Penitenciario,Público,[13005485],Aula de Educación de Adultos,"Cr. de Argamasilla de Alba, Km 66 (Centro Penitenciario)",Herrera de la Mancha,(Ciudad Real),CP :13200,926540814,926540814,13004055.cea@edujccm.es,
Divina Pastora,Público,[13001923],Colegio de Educación Infantil y Primaria,"Cl. Goya, S/N",Manzanares,(Ciudad Real),CP :13200,926611713,926971163,13001923.cp@edu.jccm.es,http://edu.jccm.es/cp.divinapastora
Don Cristóbal,Priv.Concert.,[13001960],Centro Privado de Educación Infantil y Primaria,"Cl. Obispo Carrascosa, 1 y 21",Manzanares,(Ciudad Real),CP :13200,926612550,926647071,doncristobal.direccion@gmail.com,
Dulcinea,Privado,[13012210],Centro Privado de Formación Profesional Específica,"Ps. de Cordoba, 5",Manzanares,(Ciudad Real),CP :13200,,,,
Efa Moratalaz,Privado,[13003877],Centro Privado de Educación Secundaria,"Av. Andalucia, S/N",Manzanares,(Ciudad Real),CP :13200,926647140,926647017,info@efamoratalaz.com,http://www.efa-centro.org/
El Mundo de Lydiana,Privado,[13011874],Centro Privado de Educación Infantil,"Cl. Churruca, 8 B",Manzanares,(Ciudad Real),CP :13200,,926614844,,
Enrique Tierno Galván,Público,[13004390],Colegio de Educación Infantil y Primaria,"Cr. de la Solana, 79",Manzanares,(Ciudad Real),CP :13200,926647052,926647052,13004390.cp@edu.jccm.es,http://ceip-tiernogalvanmanzanares.centros.castillalamancha.es
Guillermo Calero,Público,[13009594],Escuela Pública de Música y Danza,"Cl. Mayorazgo, 4",Manzanares,(Ciudad Real),CP :13200,,926614058,,
La Candelaria,Público,[13003853],Colegio de Educación Infantil y Primaria,"Cl. Francisco Elipe, 7",Manzanares,(Ciudad Real),CP :13200,926610047,926610047,13003853.cp@edu.jccm.es,http://ceip-lacandelariamanzanares.centros.castillalamancha.es
La Ínsula,Público,[13011151],Escuela de Educación Infantil,"Cl. Alfonso Mellado, 5",Manzanares,(Ciudad Real),CP :13200,926612865,926612865,13011151.ei@edu.jccm.es,
La Milagrosa,Priv.Concert.,[13001959],Centro Privado de Educación Infantil y Primaria,"Cl. Alfonso Mellado, 2",Manzanares,(Ciudad Real),CP :13200,926610646,926610646,lamilagrosamanzanares@gmail.com,
Nenes,Privado,[13011862],Centro Privado de Educación Infantil,"Cl. Jesus del Perdon, 8",Manzanares,(Ciudad Real),CP :13200,,926614306,,
Pedro Álvarez Sotomayor,Público,[13001984],Instituto de Educación Secundaria,"Cr. de la Solana, 75",Manzanares,(Ciudad Real),CP :13200,926620265,926611363,13001984.ies@edu.jccm.es,http://ies-sotomayor.centros.castillalamancha.es
San Blas,Público,[13004079],Centro Público de Educación de Personas Adultas,"Cm. de Membrilla, S/N",Manzanares,(Ciudad Real),CP :13200,926611701,926611701,13004079.cea@edu.jccm.es,http://cepa-sanblas.centros.castillalamancha.es
San José,Priv.Concert.,[13001972],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Virgen del Carmen, 22",Manzanares,(Ciudad Real),CP :13200,926620896,926611340,manzanaresdir@concepcionistas.es,
- Sin Denominación -,Público,[13005102],Aula de Educación de Adultos,"Cl. Campos de Montiel, 1",Membrilla,(Ciudad Real),CP :13230,926611701,926611701,13004079.cea@edu.jccm.es,
Lope de Vega,Público,[13011412],Escuela de Educación Infantil,"Cl. Pintor Velazquez, 23",Membrilla,(Ciudad Real),CP :13230,,926637301,cailopedevega@gmail.es,
