CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS,,,,,,,,,,,
AREA TERRITORIAL,CODIGO CENTRO,EMAIL,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,TITULARIDAD
Madrid-Sur,28044458,cp.miguelhernandez.parla@educa.madrid.org,CP INF-PRI,MIGUEL HERNANDEZ,Camino De La Cantueña,,,,,,
Madrid-Norte,28032353,cp.miguelhernandez.alcobendas@educa.madrid.org,CP INF-PRI,MIGUEL HERNANDEZ,Calle De Segovia,,,,,,
Madrid-Sur,28029615,#N/A,CP INF-PRI,MIGUEL HERNANDEZ,Calle De Suiza,,,,,,
Madrid-Este,28032331,#N/A,CP INF-PRI,MIGUEL HERNANDEZ,Calle Luis Madrona,,,,,,
Madrid-Capital,28031051,cp.miguelservet.madrid@educa.madrid.org,CP INF-PRI,MIGUEL SERVET,Calle De La Fragata,,,,,,
Madrid-Norte,28035366,cp.miraflores.alcobendas@educa.madrid.org,CP INF-PRI,MIRAFLORES,Calle De Miraflores,,,,,,
Madrid-Capital,28038343,cp.mirasierra.madrid@educa.madrid.org,CP INF-PRI,MIRASIERRA,Calle De La Maso,,,,,,
Madrid-Capital,28045104,cp.montepardo.madrid@educa.madrid.org,CP INF-PRI,MONTE DE EL PARDO,Avenida De La Guardia,,,,,,
Madrid-Norte,28001991,cp.montelindo.bustarviejo@educa.madrid.org,CP INF-PRI,MONTELINDO,Carretera De Valdemanco,,,,,,
Madrid-Este,28066107,cp.mozart.alcala@educa.madrid.org,CP INF-PRI,MOZART,Calle Dámaso Alonso,,,,,,
Madrid-Capital,28005911,cp.navasdetolosa.madrid@educa.madrid.org,CP INF-PRI,NAVAS DE TOLOSA,Calle De Benimamet,,,,,,
Madrid-Sur,28001241,cp.fatima.aldeadelfresno@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE FATIMA,Calle Navayuncosa,,,,,,
Madrid-Capital,28010886,cp.almudena.madrid@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE LA ALMUDENA,Calle De Lope De Rueda,,,,,,
Madrid-Capital,28005945,cp.concepcion.madrid@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE LA CONCEPCION,Calle De La Virgen Del Sagrario,,,,,,
Madrid-Capital,28025968,cp.fuencisla.madrid@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE LA FUENCISLA,Calle De Tomelloso,,,,,,
Madrid-Capital,28039372,cp.luz.madrid@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE LA LUZ,Calle Del Bismuto,,,,,,
Madrid-Este,28001681,cp.milagrosa.arganda@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE LA MILAGROSA,Calle Leonor De Cortinas,,,,,,
Madrid-Capital,28013309,cp.paloma.madrid@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE LA PALOMA,Calle De Tabernillas,,,,,,
Madrid-Sur,28025491,cp.poveda.villadelprado@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE LA POVEDA,Plaza De Francisco Cales Otero,,,,,,
Madrid-Sur,28002609,cp.soledad.cubas@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE LA SOLEDAD,Calle Francisco De Quevedo,,,,,,
Madrid-Este,28025634,cp.victorias.villarejo@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE LA VICTORIA,Calle Del Viso,,,,,,
Madrid-Oeste,28025181,cp.lourdes.torrelodones@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE LOURDES,Calle Nuestra Señora Del Carmen,,,,,,
Madrid-Oeste,28024071,cp.navahonda.robledo@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE NAVAHONDA,Calle Elisadero,,,,,,
Madrid-Norte,28024617,cp.valvanera.sansebastian@educa.madrid.org,CP INF-PRI,NTRA. SRA. DE VALVANERA,Avenida De La Sierra,,,,,,
Madrid-Este,28023637,cp.castillo.perales@educa.madrid.org,CP INF-PRI,NTRA. SRA. DEL CASTILLO,Carretera De Morata,,,,,,
Madrid-Capital,28020740,cp.lucero.madrid@educa.madrid.org,CP INF-PRI,NTRA. SRA. DEL LUCERO,Calle De Muñico,,,,,,
Madrid-Sur,28025087,cp.pilar.torrejondevelasco@educa.madrid.org,CP INF-PRI,NTRA. SRA. DEL PILAR,Calle San Nicasio,,,,,,
Madrid-Norte,28022943,cp.remolino.elmolar@educa.madrid.org,CP INF-PRI,NTRA. SRA. DEL REMOLINO,Calle De San Isidro,,,,,,
Madrid-Este,28025208,cp.rosario.torres@educa.madrid.org,CP INF-PRI,NTRA. SRA. DEL ROSARIO,Calle Paraísos,,,,,,
Madrid-Sur,28032584,cp.rosario.valdemoro@educa.madrid.org,CP INF-PRI,NTRA. SRA. DEL ROSARIO,Calle Fuentecilla,,,,,,
Madrid-Este,28000376,cp.val.alcala@educa.madrid.org,CP INF-PRI,NTRA. SRA. DEL VAL,Calle Ávila,,,,,,
Madrid-Capital,28079424,cp.nuriaespert.madrid@educa.madrid.org,CP INF-PRI,NURIA ESPERT,Calle De María Reiche,,,,,,
Madrid-Norte,28001277,cp.obispomoscoso.algete@educa.madrid.org,CP INF-PRI,OBISPO MOSCOSO,Calle Del Retamar,,,,,,
Madrid-Sur,28003845,cp.ortegaygasset.leganes@educa.madrid.org,CP INF-PRI,ORTEGA Y GASSET,Calle Rioja,,,,,,
Madrid-Sur,28002956,cp.ortizechague.getafe@educa.madrid.org,CP INF-PRI,ORTIZ ECHAGUE,Calle Titulcia,,,,,,
Madrid-Este,28035408,cp.neruda.coslada@educa.madrid.org,CP INF-PRI,PABLO NERUDA,Calle Chile,,,,,,
Madrid-Este,28037491,cp.neruda.alcala@educa.madrid.org,CP INF-PRI,PABLO NERUDA,Calle Torres De La Alameda,,,,,,
Madrid-Sur,28039785,#N/A,CP INF-PRI,PABLO NERUDA,Calle De Segovia,,,,,,
Madrid-Sur,28032547,cp.picasso.parla@educa.madrid.org,CP INF-PRI,PABLO PICASSO,Calle Pintor Rosales,,,,,,
Madrid-Capital,28031351,#N/A,CP INF-PRI,PABLO PICASSO,Calle De Ángel Luis De La Herrán,,,,,,
Madrid-Este,28038392,cp.picasso.mejorada@educa.madrid.org,CP INF-PRI,PABLO PICASSO,Calle De Pablo Picasso,,,,,,
Madrid-Sur,28037673,cp.sarasate.mostoles@educa.madrid.org,CP INF-PRI,PABLO SARASATE,Calle Jaén,,,,,,
Madrid-Sur,28049432,cp.sorozabal.mostoles@educa.madrid.org,CP INF-PRI,PABLO SOROZABAL,Calle De Los Hermanos Pinzón,,,,,,
Madrid-Capital,28005994,cp.padrecoloma.madrid@educa.madrid.org,CP INF-PRI,PADRE COLOMA,Calle De Gutiérrez Canales,,,,,,
Madrid-Norte,28037171,cp.padrejeronimo.algete@educa.madrid.org,CP INF-PRI,PADRE JERONIMO,Calle De Alcalá,,,,,,
Madrid-Capital,28006007,cp.padremariana.madrid@educa.madrid.org,CP INF-PRI,PADRE MARIANA,Ronda Sur,,,,,,
Madrid-Capital,28006020,cp.padrepoveda.madrid@educa.madrid.org,CP INF-PRI,PADRE POVEDA,Avenida De Alfonso Xiii,,,,,,
Madrid-Capital,28010916,cp.palaciovaldes.madrid@educa.madrid.org,CP INF-PRI,PALACIO VALDES,Paseo Del Prado,,,,,,
Madrid-Capital,28029238,cp.palomerasbajas.madrid@educa.madrid.org,CP INF-PRI,PALOMERAS BAJAS,Calle De Felipe De Diego,,,,,,
Madrid-Sur,28028209,cp.pardobazan.leganes@educa.madrid.org,CP INF-PRI,PARDO BAZAN,Avenida Europa,,,,,,
Madrid-Capital,28006044,cp.parquealuche.madrid@educa.madrid.org,CP INF-PRI,PARQUE ALUCHE,Calle De Quero,,,,,,
Madrid-Norte,28039013,cp.parquecataluna.alcobendas@educa.madrid.org,CP INF-PRI,PARQUE DE CATALUÑA,Calle De La Isla De Córcega,,,,,,
Madrid-Sur,28028325,cp.parquelisboa.alcorcon@educa.madrid.org,CP INF-PRI,PARQUE DE LISBOA,Calle Del Ministro Fernández Ordóñez,,,,,,
Madrid-Capital,28035548,cp.eugeniademontijo.madrid@educa.madrid.org,CP INF-PRI,PARQUE EUGENIA DE MONTIJO,Calle Del Parque Eugenia De Montijo,,,,,,
Madrid-Sur,28001149,cp.donvictoriano.alcorcon@educa.madrid.org,CP INF-PRI,PARROCO D. VICTORIANO,Calle De La Olímpica Conchita Puig,,,,,,
Madrid-Capital,28028416,cp.pasamonte.madrid@educa.madrid.org,CP INF-PRI,PASAMONTE,Avenida Del Doctor García Tapia,,,,,,
Madrid-Capital,28010931,cp.eijogaray.madrid@educa.madrid.org,CP INF-PRI,PATRIARCA OBISPO EIJO GARAY,Calle De López De Hoyos,,,,,,
Madrid-Sur,28056126,cp.alarcon.valdemoro@educa.madrid.org,CP INF-PRI,PEDRO ANTONIO DE ALARCÓN,Calle Artemisa,,,,,,
Madrid-Sur,28062114,cp.pedrobrimonis.humanes@educa.madrid.org,CP INF-PRI,PEDRO BRIMONIS,Calle Isla Conejera,,,,,,
Madrid-Capital,28060211,cp.pedroduque.madrid@educa.madrid.org,CP INF-PRI,PEDRO DUQUE,Calle De Marmolina,,,,,,
Madrid-Sur,28037958,cp.lopezdelerena.valdemoro@educa.madrid.org,CP INF-PRI,PEDRO LOPEZ DE LERENA,Calle Libertad,,,,,,
Madrid-Norte,28038112,cp.munozseca.algete@educa.madrid.org,CP INF-PRI,PEDRO MUÑOZ SECA,Calle Carrachel,,,,,,
Madrid-Norte,28001952,cp.penalta.buitrago@educa.madrid.org,CP INF-PRI,PEÑALTA,Calle Peñalta,,,,,,
Madrid-Este,28050379,cp.penasalbas.villalbilla@educa.madrid.org,CP INF-PRI,PEÑAS ALBAS,Calle Portugal,,,,,,
Madrid-Sur,28028210,cp.perezgaldos.leganes@educa.madrid.org,CP INF-PRI,PEREZ GALDOS,Avenida Europa,,,,,,
Madrid-Capital,28006056,cp.peru.madrid@educa.madrid.org,CP INF-PRI,PERU,Calle De Baleares,,,,,,
Madrid-Capital,28010679,cp.piimargall.madrid@educa.madrid.org,CP INF-PRI,PI I MARGALL,Plaza Del Dos De Mayo,,,,,,
Madrid-Norte,28002014,cp.picodelamiel.lacabrera@educa.madrid.org,CP INF-PRI,PICO DE LA MIEL,Calle De Los Colegios,,,,,,
Madrid-Capital,28063763,cp.pinardesanjose.madrid@educa.madrid.org,CP INF-PRI,PINAR DE SAN JOSE,Calle Patrimonio De La Humanidad,,,,,,
Madrid-Capital,28006068,cp.pinardelrey.madrid@educa.madrid.org,CP INF-PRI,PINAR DEL REY,Avenida De San Luis,,,,,,
Madrid-Oeste,28031142,cp.pinarprados.pozuelodealarcon@educa.madrid.org,CP INF-PRI,PINAR PRADOS DE TORREJON,Avenida Italia,,,,,,
Madrid-Este,28034076,cp.pinocho.torrejondeardoz@educa.madrid.org,CP INF-PRI,PINOCHO,Calle Turín,,,,,,
Madrid-Capital,28021045,cp.pintorrosales.madrid@educa.madrid.org,CP INF-PRI,PINTOR ROSALES,Calle Del Príncipe De Vergara,,,,,,
Madrid-Sur,28028222,cp.piobaroja.leganes@educa.madrid.org,CP INF-PRI,PIO BAROJA,Avenida Europa,,,,,,
Madrid-Capital,28021434,cp.piobaroja.madrid@educa.madrid.org,CP INF-PRI,PIO BAROJA,Calle De Luis De Hoyos Sáinz,,,,,,
Madrid-Sur,28033977,#N/A,CP INF-PRI,PIO BAROJA,Calle De Los Hermanos Machado,,,,,,
Madrid-Capital,28006071,cp.piodoce.madrid@educa.madrid.org,CP INF-PRI,PIO XII,Calle Del Delfín,,,,,,
Madrid-Capital,28071371,cp.placidodomingo.madrid@educa.madrid.org,CP INF-PRI,PLACIDO DOMINGO,Calle Del Tejo,,,,,,
Madrid-Sur,28035433,cp.celiavinas.fuenlabrada@educa.madrid.org,CP INF-PRI,POETISA CELIA VIÑAS,Calle De Mónaco,,,,,,
Madrid-Capital,28010357,cp.portugal.madrid@educa.madrid.org,CP INF-PRI,PORTUGAL,Calle De Juan Álvarez Mendizábal,,,,,,
Madrid-Capital,28030401,cp.pradolongo.madrid@educa.madrid.org,CP INF-PRI,PRADOLONGO,Calle Del Parque De La Paloma,,,,,,
Madrid-Capital,28029111,cp.principeasturias.madrid@educa.madrid.org,CP INF-PRI,PRINCIPE DE ASTURIAS,Carretera Colmenar Viejo,,,,,,
Madrid-Oeste,28023273,#N/A,CP INF-PRI,PRINCIPE DE ASTURIAS,Avenida Del Rosal,,,,,,
Madrid-Sur,28039980,#N/A,CP INF-PRI,PRINCIPE DE ASTURIAS,Calle Camino De Humanes,,,,,,
Madrid-Norte,28026043,cp.principefelipe.sansebastian@educa.madrid.org,CP INF-PRI,PRINCIPE FELIPE,Avenida De Valdelasfuentes,,,,,,
Madrid-Oeste,28062345,cp.principesdeasturias.quijorna@educa.madrid.org,CP INF-PRI,PRINCIPES DE ASTURIAS,Calle Virgen Del Rocio,,,,,,
Madrid-Oeste,28045177,cp.tiernogalvan.colladovillalba@educa.madrid.org,CP INF-PRI,PROFESOR DON ENRIQUE TIERNO GALVAN,Calle Los Almendros,,,,,,
Madrid-Norte,28038069,cp.tiernogalvan.alcobendas@educa.madrid.org,CP INF-PRI,PROFESOR TIERNO GALVAN,Calle De Triana,,,,,,
Madrid-Capital,28006101,cp.puertorico.madrid@educa.madrid.org,CP INF-PRI,PUERTO RICO,Calle Del Segura,,,,,,
Madrid-Capital,28021321,cp.tagore.madrid@educa.madrid.org,CP INF-PRI,RABINDRANATH TAGORE,Calle De Julio Palacios,,,,,,
Madrid-Sur,28033990,cp.alberti.mostoles@educa.madrid.org,CP INF-PRI,RAFAEL ALBERTI,Calle Del Río Miño,,,,,,
Madrid-Este,28049481,#N/A,CP INF-PRI,RAFAEL ALBERTI,Paseo De Las Provincias,,,,,,
Madrid-Capital,28006123,cp.ramirodemaeztu.madrid@educa.madrid.org,CP INF-PRI,RAMIRO DE MAEZTU,Calle De Serrano,,,,,,
Madrid-Este,28039177,cp.ramoncarande.torrejondeardoz@educa.madrid.org,CP INF-PRI,RAMON CARANDE,Calle Londres,,,,,,
Madrid-Capital,28010941,cp.gomezdelaserna.madrid@educa.madrid.org,CP INF-PRI,RAMON GOMEZ DE LA SERNA,Calle De Godella,,,,,,
Madrid-Norte,28025373,cp.ramonlinacero.alalpardo@educa.madrid.org,CP INF-PRI,RAMON LINACERO,Calle De Alcalá (alalpardo),,,,,,
Madrid-Capital,28025956,cp.valleinclan.madrid@educa.madrid.org,CP INF-PRI,RAMON MARIA DEL VALLE INCLAN,Calle De Alconera,,,,,,
Madrid-Capital,28026067,cp.perezdeayala.madrid@educa.madrid.org,CP INF-PRI,RAMON PEREZ DE AYALA,Calle De Motilla Del Palancar,,,,,,
Madrid-Este,28028271,cp.ramonycajal.torrejondeardoz@educa.madrid.org,CP INF-PRI,RAMON Y CAJAL,Poligono Fronteras,,,,,,
Madrid-Sur,28045131,cp.rayuela.fuenlabrada@educa.madrid.org,CP INF-PRI,RAYUELA,Calle De Murcia,,,,,,
Madrid-Oeste,28058597,#N/A,CP INF-PRI,RAYUELA,Calle Mister Lodge,,,,,,
Madrid-Capital,28010953,cp.realarmada.madrid@educa.madrid.org,CP INF-PRI,REAL ARMADA,Calle Del Corregidor Juan Francisco De Luján,,,,,,
Madrid-Capital,28006135,cp.regimiento.madrid@educa.madrid.org,CP INF-PRI,REGIMIENTO INMEMORIAL DEL REY,Avenida De Moratalaz,,,,,,
Madrid-Capital,28005431,cp.reinavictoria.madrid@educa.madrid.org,CP INF-PRI,REINA VICTORIA,Calle Del Príncipe De Vergara,,,,,,
Madrid-Capital,28010977,cp.chile.madrid@educa.madrid.org,CP INF-PRI,REPUBLICA DE CHILE,Calle Del Castillo De Uclés,,,,,,
Madrid-Capital,28010965,cp.colombia.madrid@educa.madrid.org,CP INF-PRI,REPUBLICA DE COLOMBIA,Plaza De Alloz,,,,,,
Madrid-Capital,28006172,cp.ecuador.madrid@educa.madrid.org,CP INF-PRI,REPUBLICA DE ECUADOR,Calle Del Valle De Oro,,,,,,
Madrid-Capital,28010989,cp.elsalvador.madrid@educa.madrid.org,CP INF-PRI,REPUBLICA DE EL SALVADOR,Camino De Sacedón,,,,,,
Madrid-Capital,28010928,cp.panama.madrid@educa.madrid.org,CP INF-PRI,REPUBLICA DE PANAMA Nº 1,Calle De Los Peones,,,,,,
Madrid-Capital,28006202,cp.venezuela.madrid@educa.madrid.org,CP INF-PRI,REPUBLICA DE VENEZUELA,Calle De Cerecinos,,,,,,
Madrid-Capital,28006159,cp.brasil.madrid@educa.madrid.org,CP INF-PRI,REPUBLICA DEL BRASIL,Avenida De Los Fueros,,,,,,
Madrid-Capital,28006184,cp.paraguay.madrid@educa.madrid.org,CP INF-PRI,REPUBLICA DEL PARAGUAY,Calle De Manresa,,,,,,
Madrid-Capital,28006196,cp.uruguay.madrid@educa.madrid.org,CP INF-PRI,REPUBLICA DEL URUGUAY,Avenida De Nuestra Señora De Valvanera,,,,,,
Madrid-Capital,28006160,cp.republicadominicana.madrid@educa.madrid.org,CP INF-PRI,REPUBLICA DOMINICANA,Ronda De Don Bosco,,,,,,
Madrid-Este,28000111,cp.reyescatolicos.alcala@educa.madrid.org,CP INF-PRI,REYES CATOLICOS,Calle San Vidal,,,,,,
Madrid-Sur,28063817,cp.rioalberche.pelayos@educa.madrid.org,CP INF-PRI,RIO ALBERCHE,Avenida Mariano García Benito,,,,,,
Madrid-Sur,28028556,cp.riobidasoa.mostoles@educa.madrid.org,CP INF-PRI,RIO BIDASOA,Calle Río Bidasoa,,,,,,
Madrid-Oeste,28034091,cp.rosachacel.colladovillalba@educa.madrid.org,CP INF-PRI,ROSA CHACEL,Calle Santa Teresa De Jesús,,,,,,
Madrid-Sur,28037715,cp.rosaluxemburgo.parla@educa.madrid.org,CP INF-PRI,ROSA LUXEMBURGO,Calle Jaime I El Conquistador,,,,,,
Madrid-Capital,28041767,cp.rosaluxemburgo.madrid@educa.madrid.org,CP INF-PRI,ROSA LUXEMBURGO,Calle Del Bardegueral,,,,,,
Madrid-Sur,28067586,cp.rosamontero.parla@educa.madrid.org,CP INF-PRI,ROSA MONTERO,Paseo De La República Dominicana,,,,,,
Madrid-Este,28038124,cp.rosaliadecastro.arganda@educa.madrid.org,CP INF-PRI,ROSALIA DE CASTRO,Calle Rosa Luxemburgo,,,,,,
Madrid-Oeste,28040866,cp.rosaliadecastro.majadahonda@educa.madrid.org,CP INF-PRI,ROSALIA DE CASTRO,Avenida Claveles,,,,,,
Madrid-Sur,28036140,#N/A,CP INF-PRI,ROSALIA DE CASTRO,Calle Cuba,,,,,,
Madrid-Este,28035411,#N/A,CP INF-PRI,ROSALIA DE CASTRO,Calle Méjico,,,,,,
Madrid-Sur,28028532,cp.rosaliadecastro.mostoles@educa.madrid.org,CP INF-PRI,ROSALIA DE CASTRO,Calle Berlín,,,,,,
Madrid-Sur,28038197,#N/A,CP INF-PRI,ROSALIA DE CASTRO,Vereda Del Camuerzo,,,,,,
Madrid-Capital,28006238,cp.rufinoblanco.madrid@educa.madrid.org,CP INF-PRI,RUFINO BLANCO,Calle Del General Álvarez De Castro,,,,,,
Madrid-Sur,28002981,cp.sagradocorazon.getafe@educa.madrid.org,CP INF-PRI,SAGRADO CORAZON,Calle Guadalajara,,,,,,
Madrid-Capital,28006251,cp.sagunto.madrid@educa.madrid.org,CP INF-PRI,SAGUNTO,Calle De Paterna,,,,,,
Madrid-Este,28058718,cp.salvadordali.villalbilla@educa.madrid.org,CP INF-PRI,SALVADOR DALI,Calle Salvador Dalí,,,,,,
Madrid-Sur,28029512,cp.salzillo.mostoles@educa.madrid.org,CP INF-PRI,SALZILLO-VALLE INCLAN,Calle Salzillo,,,,,,
Madrid-Norte,28025816,cp.sanandres.colmenarviejo@educa.madrid.org,CP INF-PRI,SAN ANDRES,Calle De La Fuente Del Cajón,,,,,,
Madrid-Oeste,28060361,cp.sanbartolome.fresnedillas@educa.madrid.org,CP INF-PRI,SAN BARTOLOME,Plaza De San Bartolomé,,,,,,
Madrid-Capital,28019658,cp.sanbenito.madrid@educa.madrid.org,CP INF-PRI,SAN BENITO,Calle De Juan Pérez Zúñiga,,,,,,
Madrid-Capital,28006263,cp.sancarlos.madrid@educa.madrid.org,CP INF-PRI,SAN CARLOS,Calle De Geología,,,,,,
Madrid-Capital,28010990,cp.sancristobal.madrid@educa.madrid.org,CP INF-PRI,SAN CRISTOBAL,Calle De Bravo Murillo,,,,,,
Madrid-Sur,28025521,cp.sandamaso.villamanta@educa.madrid.org,CP INF-PRI,SAN DAMASO,Calle Real Cañada Segoviana,,,,,,
Madrid-Sur,28002804,cp.sanesteban.fuenlabrada@educa.madrid.org,CP INF-PRI,SAN ESTEBAN,Calle De Los Ángeles,,,,,,
Madrid-Este,28002543,#N/A,CP INF-PRI,SAN ESTEBAN,Avenida De San Pablo,,,,,,
Madrid-Capital,28006275,cp.saneugenio.madrid@educa.madrid.org,CP INF-PRI,SAN EUGENIO Y SAN ISIDRO,Calle De Peñuelas,,,,,,
Madrid-Sur,28029597,cp.sanfernando.aranjuez@educa.madrid.org,CP INF-PRI,SAN FERNANDO,Calle De Santiago Rusiñol,,,,,,
Madrid-Oeste,28002890,cp.sangregorio.galapagar@educa.madrid.org,CP INF-PRI,SAN GREGORIO,Carretera De Galapagar-la Navata,,,,,,
Madrid-Capital,28006305,cp.sanignacio.madrid@educa.madrid.org,CP INF-PRI,SAN IGNACIO DE LOYOLA,Avenida De Abrantes,,,,,,
Madrid-Capital,28006317,cp.sanildefonso.madrid@educa.madrid.org,CP INF-PRI,SAN ILDEFONSO,Calle De Alfonso Vi,,,,,,
Madrid-Capital,28006329,cp.sanisidoro.madrid@educa.madrid.org,CP INF-PRI,SAN ISIDORO,Calle De Fuenterrabía,,,,,,
Madrid-Sur,28001617,cp.sanisidro.aranjuez@educa.madrid.org,CP INF-PRI,SAN ISIDRO,Calle De Los Cuarteles,,,,,,
Madrid-Oeste,28024125,cp.sanjose.lasrozas@educa.madrid.org,CP INF-PRI,SAN JOSE,Calle Colegios,,,,,,
Madrid-Sur,28025075,#N/A,CP INF-PRI,SAN JOSE,Calle Cádiz,,,,,,
Madrid-Sur,28001371,cp.sanjosedecalasanz.aranjuez@educa.madrid.org,CP INF-PRI,SAN JOSE DE CALASANZ,Avenida De La Plaza De Toros,,,,,,
Madrid-Sur,28003316,#N/A,CP INF-PRI,SAN JOSE DE CALASANZ,Calle Núñez De Balboa,,,,,,
Madrid-Sur,28025804,cp.sanjosedevalderas.alcorcon@educa.madrid.org,CP INF-PRI,SAN JOSE DE VALDERAS,Avenida Derechos Humanos,,,,,,
Madrid-Oeste,28023923,cp.sanjoseobrero.pozuelodealarcon@educa.madrid.org,CP INF-PRI,SAN JOSE OBRERO,Calle San José Obrero,,,,,,
Madrid-Capital,28030472,cp.sanjuanbautista.madrid@educa.madrid.org,CP INF-PRI,SAN JUAN BAUTISTA,Calle De Sorzano,,,,,,
Madrid-Este,28001770,cp.sanjuanbautista.arganda@educa.madrid.org,CP INF-PRI,SAN JUAN BAUTISTA,Calle Isaac Peral,,,,,,
Madrid-Capital,28011015,cp.sanjuanbosco.madrid@educa.madrid.org,CP INF-PRI,SAN JUAN BOSCO,Calle De Santa Irene,,,,,,
Madrid-Capital,28006354,cp.sanjuandelacruz.madrid@educa.madrid.org,CP INF-PRI,SAN JUAN DE LA CRUZ,Calle De Honduras,,,,,,
Madrid-Oeste,28024356,cp.sanlorenzo.sanlorenzo@educa.madrid.org,CP INF-PRI,SAN LORENZO,Calle Del Rey,,,,,,
Madrid-Oeste,28025580,cp.sanlucas.villanuevadelpardillo@educa.madrid.org,CP INF-PRI,SAN LUCAS,Calle Colmenarejo,,,,,,
Madrid-Este,28024484,cp.sanmarcos.sanmartindelavega@educa.madrid.org,CP INF-PRI,SAN MARCOS,Avenida Abogados De Atocha,,,,,,
Madrid-Sur,28067598,cp.smartintours.sanmartindevaldeiglesias@educa.madrid.org,CP INF-PRI,SAN MARTIN DE TOURS,Camino De Aliseda,,,,,,
Madrid-Norte,28058548,cp.sanmiguel.pedrezuela@educa.madrid.org,CP INF-PRI,SAN MIGUEL,Calle La Nevera,,,,,,
Madrid-Capital,28019567,cp.sanmiguel.madrid@educa.madrid.org,CP INF-PRI,SAN MIGUEL,Avenida De La Virgen Del Carmen,,,,,,
Madrid-Oeste,28029160,cp.sanmiguel.lasrozas@educa.madrid.org,CP INF-PRI,SAN MIGUEL,Paseo Del Pinar,,,,,,
Madrid-Oeste,28062333,#N/A,CP INF-PRI,SAN MIGUEL,Calle Miralcampo,,,,,,
Madrid-Oeste,28022992,cp.sanmiguel.moralzarzal@educa.madrid.org,CP INF-PRI,SAN MIGUEL ARCANGEL,Camino De Alpedrete,,,,,,
Madrid-Capital,28006366,cp.sanpablo.madrid@educa.madrid.org,CP INF-PRI,SAN PABLO,Plaza De Peña Morraz,,,,,,
Madrid-Este,28002464,#N/A,CP INF-PRI,SAN PABLO,Calle De La Iglesia,,,,,,
Madrid-Este,28065504,cp.sanpedroapostol.ribatejada@educa.madrid.org,CP INF-PRI,SAN PEDRO APOSTOL,Calle Teruel,,,,,,
Madrid-Oeste,28022797,cp.sanpiodecimo.majadahonda@educa.madrid.org,CP INF-PRI,SAN PIO X,Avenida Reyes Católicos,,,,,,
Madrid-Capital,28014272,cp.sanroque.madrid@educa.madrid.org,CP INF-PRI,SAN ROQUE,Calle Del Oxígeno,,,,,,
Madrid-Este,28022876,cp.sansebastian.meco@educa.madrid.org,CP INF-PRI,SAN SEBASTIAN,Calle De La Estación,,,,,,
Madrid-Norte,28030435,#N/A,CP INF-PRI,SAN SEBASTIAN,Avenida De Valencia,,,,,,
Madrid-Sur,28067756,cp.sanvicente.colmenardelarroyo@educa.madrid.org,CP INF-PRI,SAN VICENTE,Calle Escuelas,,,,,,
Madrid-Norte,28063830,cp.sansuena.talamanca@educa.madrid.org,CP INF-PRI,SANSUEÑA,Plaza De La Cruz,,,,,,
Madrid-Norte,28064081,cp.santaana.pedrezuela@educa.madrid.org,CP INF-PRI,SANTA ANA,Calle Del Polideportivo,,,,,,
Madrid-Oeste,28069716,cp.santacatalina.majadahonda@educa.madrid.org,CP INF-PRI,SANTA CATALINA,Calle Joaquín Turina,,,,,,
Madrid-Este,28063933,cp.santalucia.carabana@educa.madrid.org,CP INF-PRI,SANTA LUCIA,Avenida De Tielmes,,,,,,
Madrid-Sur,28002968,cp.santamargarita.getafe@educa.madrid.org,CP INF-PRI,SANTA MARGARITA MARIA ALACOQUE,Avenida De Las Ciudades,,,,,,
Madrid-Capital,28006381,cp.santamaria.madrid@educa.madrid.org,CP INF-PRI,SANTA MARIA,Calle Del Casino,,,,,,
Madrid-Oeste,28001289,cp.santaquiteria.alpedrete@educa.madrid.org,CP INF-PRI,SANTA QUITERIA,Calle De Santa Quiteria,,,,,,
Madrid-Sur,28022980,cp.santateresa.moraleja@educa.madrid.org,CP INF-PRI,SANTA TERESA,Calle Mirasierra,,,,,,
Madrid-Sur,28029603,cp.santateresa.aranjuez@educa.madrid.org,CP INF-PRI,SANTA TERESA DE JESUS,Plaza De La Paloma,,,,,,
Madrid-Oeste,28025567,cp.santiagoapostol.villanuevadelacanada@educa.madrid.org,CP INF-PRI,SANTIAGO APOSTOL,Avenida Polideportivo,,,,,,
Madrid-Sur,28028799,cp.ramonycajal.alcorcon@educa.madrid.org,CP INF-PRI,SANTIAGO RAMON Y CAJAL,Avenida De Cantarranas,,,,,,
Madrid-Sur,28037569,cp.ramonycajal.fuenlabrada@educa.madrid.org,CP INF-PRI,SANTIAGO RAMON Y CAJAL,Calle Comunidad De Madrid,,,,,,
